title,url,publishedAt
The rise of Kamala Harris and what it means for California,https://www.kpbs.org/podcasts/kpbs-roundtable/kamala-harris-steps-up-in-the-democratic-party,2024-07-26T23:44:24Z
Woman's Creative Planning for Summer Vacation Outfits Impresses Internet,https://www.newsweek.com/woman-creative-planning-summer-vacation-outfit-plan-1930847,2024-07-26T20:45:33Z
Chromebooks are getting this Android feature for notification alerts,https://www.androidauthority.com/chrome-os-notification-screen-flash-3465347/,2024-07-26T20:27:59Z
Scary poll reveals how many Democrats wished assassin KILLED Trump at rally,https://freerepublic.com/focus/f-backroom/4254330/posts,2024-07-26T19:58:18Z
Fans React to Gojira Playing at 2024 Olympics Opening Ceremony,https://loudwire.com/fans-react-gojira-2024-olympics-opening-ceremony/,2024-07-26T19:41:35Z
Snoop Dogg carries Olympic torch ahead of 2024 Opening Ceremony,https://nypost.com/2024/07/26/sports/snoop-dogg-carries-olympic-torch-ahead-of-2024-opening-ceremony/,2024-07-26T19:17:30Z
People who have disappeared on holiday with no explanation,https://www.nzherald.co.nz/travel/people-who-have-disappeared-on-holiday-with-no-explanation/AAN5QUUZ4BDHNONSE3O4AW33TA/,2024-07-26T19:00:00Z
New The Boys Spin-Off Vought Rising Is A Murder Mystery Set In The '50s With Two Big Stars,https://www.slashfilm.com/1630946/jensen-ackles-aya-cash-the-boys-spin-off-series-vought-rising/,2024-07-26T18:45:22Z
This giant animatronic LEGO minifig zombie is a delight,https://blog.arduino.cc/2024/07/26/this-giant-animatronic-lego-minifig-zombie-is-a-delight/,2024-07-26T18:36:45Z
50 Amazing Things You Never Knew Were In Disney Springs,https://www.disneyfoodblog.com/2024/07/26/50-amazing-things-you-never-knew-were-in-disney-springs/,2024-07-26T18:00:08Z
Pixel 9’s ‘Add Me’ feature puts you in a group photo even when you’re not there,https://www.theverge.com/2024/7/26/24206969/google-pixel-9-add-me-group-photos-leak,2024-07-26T17:23:56Z
Android users rejoice! You’ll soon be able to connect Windows 11 File Explorer to your smartphone and transfer files with ease,https://www.techradar.com/computing/windows/android-users-rejoice-youll-soon-be-able-to-connect-windows-11-file-explorer-to-your-smartphone-and-transfer-files-with-ease,2024-07-26T17:21:15Z
"The Best Bang for Your Buck Events in Seattle This Weekend: July 26–28, 2024",https://everout.com/seattle/articles/the-best-bang-for-your-buck-events-in-seattle-this-weekend-july-26-28-2024/c5556/,2024-07-26T17:00:00Z
Navi Nifty 500 Multicap 50:25:25 Index Fund: Should you subscribe?,https://www.thehindubusinessline.com/portfolio/navi-nifty-500-multicap-502525-index-fund-should-you-subscribe/article68449923.ece,2024-07-26T16:51:17Z
"Sensex, Nifty shrug off 5-day losses, extend winning streak to 8 weeks",https://www.business-standard.com/markets/news/after-five-days-of-losses-markets-log-biggest-jump-in-seven-weeks-124072601300_1.html,2024-07-26T16:18:42Z
The Best Cheap Lens Canon Makes,https://fstoppers.com/reviews/best-cheap-lens-canon-makes-673937,2024-07-26T16:04:01Z
The best Samsung Galaxy Ring alternatives,https://www.androidauthority.com/galaxy-ring-alternatives-3464698/,2024-07-26T16:00:37Z
"Cyprium, Glencore tie up to resurrect Nifty copper production in WA",https://www.mining-technology.com/news/cyprium-glencore-tie-up-wa/,2024-07-26T15:17:30Z
"Power Grid Q1 Results: Profit falls 4% YoY to Rs 3,412 crore, revenue down 2%",https://economictimes.indiatimes.com/markets/stocks/earnings/power-grid-q1-results-profit-falls-4-yoy-to-rs-3412-crore/articleshow/112047849.cms,2024-07-26T15:01:47Z
"Equitas Small Finance Bank Q1 Results: PAT slumps 87% to Rs 26 crore on jump in provisions, contingencies",https://economictimes.indiatimes.com/markets/stocks/earnings/equitas-small-finance-bank-q1-results-pat-slumps-87-to-rs-26-crore-on-jump-in-provisions-contingencies/articleshow/112047747.cms,2024-07-26T14:51:33Z
Steelers training camp: Russell Wilson misses second straight practice,https://www.cbssports.com/nfl/news/steelers-training-camp-russell-wilson-misses-second-straight-practice/,2024-07-26T14:31:56Z
Mirae Asset Mutual Fund lifts restrictions from large and midcap fund,https://www.business-standard.com/markets/news/mirae-asset-mutual-fund-lifts-restrictions-from-large-and-midcap-fund-124072601332_1.html,2024-07-26T14:25:44Z
Free Pattern – Mandala Blanket,https://crochet.craftgossip.com/free-pattern-mandala-blanket/,2024-07-26T14:00:00Z
Index fund folios up 12-fold since March 2020: Zerodha Fund House,https://www.business-standard.com/markets/news/index-fund-folios-up-12-fold-since-march-2020-zerodha-fund-house-124072601203_1.html,2024-07-26T13:57:52Z
"Indices shrug off Budget blues, Nifty hits fresh high",https://www.thehindubusinessline.com/markets/indices-shrug-off-budget-blues-nifty-hits-fresh-high/article68449911.ece,2024-07-26T13:24:23Z
Vedanta stock gains as S&P upgrades UK Parent VRL’s rating,https://economictimes.indiatimes.com/markets/stocks/news/vedanta-stock-gains-as-sp-upgrades-uk-parent-vrls-rating/articleshow/112046204.cms,2024-07-26T13:11:09Z
Review: 75388 Jedi Bob's Starfighter,https://brickset.com/article/112138/review-75388-jedi-bob-s-starfighter,2024-07-26T13:10:00Z
Tech View: Mt 25K in sight once again for Nifty bulls. Here’s how to trade next week,https://economictimes.indiatimes.com/markets/stocks/news/tech-view-mt-25k-in-sight-once-again-for-nifty-bulls-heres-how-to-trade-next-week/articleshow/112045754.cms,2024-07-26T12:47:36Z
"F&O Rollover: FIIs lighten Nifty longs, rollovers under pressure; what's next for Nifty?",https://economictimes.indiatimes.com/markets/options/fo-rollover-fiis-lighten-nifty-longs-rollovers-under-pressure-whats-next-for-nifty/articleshow/112045570.cms,2024-07-26T12:43:42Z
Piramal Pharma Q1 Results: Company posts net loss of Rs 89 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/piramal-pharma-q1-results-company-posts-net-loss-of-rs-89-crore/articleshow/112044859.cms,2024-07-26T12:09:44Z
"Barometers snap 5-day losing streak, Nifty ends above 24,800; metal shares rally",https://www.business-standard.com/markets/capital-market-news/barometers-snap-5-day-losing-streak-nifty-ends-above-24-800-metal-shares-rally-124072601089_1.html,2024-07-26T11:56:00Z
Sensex rises! But these stocks fell 5% or more in Friday's session,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-fell-5-or-more-in-fridays-session/articleshow/112044211.cms,2024-07-26T11:46:29Z
INR recovers from all-time low; Benchmark indices soar,https://www.business-standard.com/markets/capital-market-news/inr-recovers-from-all-time-low-benchmark-indices-soar-124072601050_1.html,2024-07-26T11:46:00Z
10 Best Innovative Designs To Boost Your Mental Health & Relaxation,https://www.yankodesign.com/2024/07/26/10-best-innovative-designs-to-boost-your-mental-health-relaxation/,2024-07-26T11:40:21Z
Stock market update: Nifty Realty index advances 1.15%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-1-15/articleshow/112043925.cms,2024-07-26T11:36:18Z
Mastering Derivatives: Accelerating time decay using covered call,https://www.thehindubusinessline.com/portfolio/commodity-analysis/mastering-derivatives-accelerating-time-decay-using-covered-call/article68441983.ece,2024-07-26T11:32:54Z
Stock market update: Nifty Bank index advances 0.8%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-8/articleshow/112043738.cms,2024-07-26T11:31:13Z
"Sensex Rebounds 1,293 Points, Nifty At Record High Over Bluechip Stocks",https://www.ndtv.com/india-news/sensex-rebounds-1-293-points-nifty-at-record-high-over-bluechips-stocks-6194067,2024-07-26T11:22:54Z
Stock market update: Stocks that hit 52-week highs on NSE in today's trade,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/112043198.cms,2024-07-26T11:15:53Z
"Rupee recovers from record low, lifted by firm domestic markets, expectations of fresh foreign inflows",https://www.thehindubusinessline.com/markets/forex/rupee-recovers-from-record-low-lifted-by-firm-domestic-markets-expectations-of-fresh-foreign-inflows/article68449524.ece,2024-07-26T11:14:40Z
Share market update: Most active stocks of the day in terms of traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/112043047.cms,2024-07-26T11:10:48Z
Shock move by Microsoft: company actually makes Windows 11 better with taskbar improvements,https://www.techradar.com/computing/windows/shock-move-by-microsoft-company-actually-makes-windows-11-better-with-taskbar-improvements,2024-07-26T11:09:10Z
